event_name,location_x,location_y,x_covariance,y_covariance,residual
2022-07-14T01:44:55.000Z,-7.880775631172755,88.019218433437,0.002329213014463967,0.003426408392103218,0.26659757142544077
2022-07-14T02:36:20.000Z,1.1421629109659373,62.44300616273108,0.002380914418235539,0.001959159606371304,0.3359848334532573
2022-07-14T02:22:55.306Z,30.991209019578417,17.663586163885896,0.3656634926313595,0.03411207629264743,0.21076712384863774
2022-07-14T01:10:25.000Z,-48.88578476841284,5.429096664547443,1.1788494748180605,0.9489812930863024,0.6627015638252728
2022-07-14T02:29:15.000Z,11.407477443839747,39.46021859589433,0.0137063538644181,0.01738228336713115,0.5094825991920736
2022-07-14T01:56:55.000Z,22.082354742553324,64.86324132153872,0.004358765810324549,0.0029414389503765732,0.6155572936888182
2022-07-14T00:58:15.000Z,-17.744972121939284,80.69299474770983,0.005935781707195567,0.03434948648056025,0.44915347443395964
2022-07-14T02:09:05.000Z,-36.11129876074892,54.97270087515435,0.05942174908796917,0.0030853860934783013,0.5273506891512649
2022-07-14T01:34:40.000Z,-8.092583503516096,28.477251618713993,0.0022682425743447755,0.016568165806541205,0.4367563202017379
2022-07-14T02:11:45.000Z,-44.13446684791657,40.00224006495659,0.04364833119523736,0.0026333748317425047,0.7121219209593915
2022-07-14T01:52:55.000Z,1.467351222487757,67.69652379943446,0.02168079634032882,0.035658066083588257,0.5620644683332701
2022-07-14T02:32:30.000Z,15.938125860521406,55.895265401589555,0.0033102735103307914,0.005265592993733822,0.35442803847972637
2022-07-14T01:04:05.000Z,-18.228965016407287,10.642427589796249,0.10509655889962614,0.25273628481845856,0.9189349735534891
2022-07-14T02:05:20.000Z,-25.80675346930823,72.52509504006103,0.1599475911772219,0.02089999941640517,0.6055064987888886
2022-07-14T01:42:25.000Z,-10.5056114090713,77.56610111122156,0.0019180310492406725,0.008236321644077444,0.7754976766888955
2022-07-14T02:14:20.000Z,-36.640606165464696,32.23448770327744,0.06656916963166506,0.0066007120538555215,0.7096622318853274
2022-07-14T02:17:30.000Z,-27.415868181573945,50.166576914432596,0.029993118289512382,0.01443309374531471,0.4388601545907484
2022-07-14T02:27:35.000Z,0.5229888082373302,39.0078328817491,0.00823566535857412,0.004571902730795126,0.3605687225933899
2022-07-14T02:34:25.000Z,6.984974082192318,59.99938073929614,0.001407405581895074,0.003126257703018773,0.6207212943405994
2022-07-14T01:49:35.000Z,7.035585856208517,83.55253761216025,0.0022075089369993296,0.014110778447376626,0.3003076375740486
